Sentence,Entity,Sentiment
the most fun restaurant i have ever been too!,anecdotes,positive
best drumsticks over rice and sour spicy soup in town!,food,positive
some of the finest latin women you'll see in your life hang out at jimmy's.,ambience,positive
slightly above average wines start at $70+ with only one selection listed at $30+.,price,negative
slightly above average wines start at $70+ with only one selection listed at $30+.,food,negative
their whitefish salad is excellent--all whitefish with a little mayo.,food,positive
"and it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive
"nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",service,negative
i had a great experience.,anecdotes,positive
"the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",food,negative
i recommend this place to everyone who asks me where to go for a good meal.,anecdotes,positive
the waitresses are nice--also you can just get counter service sit.,service,positive
"having been a long time ess-a-bagel fan, i was surpised to find myself return time and time again to murray's.",anecdotes,positive
go for it!,anecdotes,positive
highly recommended.,anecdotes,positive
"you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat.",price,positive
"you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat.",anecdotes,positive
"you can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, la villa can't be beat.",food,positive
won't or can't is not in the service directory.,service,positive
i cannot imagine a friendlier staff working in a restaurant.,service,positive
i do suggest to ask to be seated upstairs if you are looking to be a little cozy.,ambience,positive
"the red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",food,negative
the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,price,positive
the wine list is extensive and can easily hike up an otherwise reasonably priced meal.,food,positive
"saul is pretty good, but definitely not great.",food,positive
"i would recommend roxy's for that, but not for their food.",anecdotes,positive
"i would recommend roxy's for that, but not for their food.",food,negative
"overall i was impressed and will return, it's a great qpr (quality to price ratio).",price,positive
"overall i was impressed and will return, it's a great qpr (quality to price ratio).",anecdotes,positive
their pad penang is delicious and everything else is fantastic.,food,positive
"the puke green walls leave a lot to be desired, but the food is very good.",food,positive
"the puke green walls leave a lot to be desired, but the food is very good.",ambience,negative
"the flavors are very fresh and pretty inobtrusive, nothing flashy.",food,positive
"i like cafe noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",service,negative
the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,food,negative
but $1 for each small piece???,price,negative
"our son loves pizza and we have a certified neapolitan pizzaria in our home city (seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",anecdotes,positive
big and soft as well as good lunch food.,food,positive
"no food snobs allowed, this place is for people who appreciate good food.",food,positive
i liked the food at this quasi-thai restaurant.,food,positive
by far the best salad i have had in a fast food restaurant.,food,positive
suan is a great place that i often take my friends (classmates) too.,anecdotes,positive
not a great place for family or general dining.,anecdotes,negative
"as for the bar, this is another bad idea.",food,negative
"unlike hh up the block, this place actually gives you hearty and hot bagels this town is known for.",food,positive
the barebecued salmon is elegantly spiced and not at all dry.,food,positive
what generous portions!,food,positive
i was wrong.,anecdotes,negative
the wine the service was very good too.,food,positive
the wine the service was very good too.,service,positive
"so, the menu is written in chalk above your head and it all sounds delicious.",food,positive
"so, the menu is written in chalk above your head and it all sounds delicious.",ambience,positive
the highly spiced chai tea was great too.,food,positive
no plans to return anytime soon.,anecdotes,negative
"i have been there many times, and food is good and consistent.",food,positive
"seriously, this is the best all you can eat in town- as everyone says, the spicy tuna hand rolls are the best- have 4 of these, and you've broken even.",food,positive
there is not a single place in chinatown where you have a nice neighborhood feeling like here.,ambience,positive
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",food,negative
"while sapphire is certainly not lacking in ambiance, and probably has the best decor of any indian restaurant i have been to in new york city, the food was not what i had hoped for.",ambience,positive
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,anecdotes,positive
i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine.,ambience,positive
i just do not understand what the fuss is all about.,anecdotes,negative
"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",ambience,positive
"his wife tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",service,positive
"we liked it so much, that we will always make it a point to dine here when we visit new york.",anecdotes,positive
"the menu consisted of standard brassiere food, better then places like balthazar etc.",food,positive
"i have been a longtime fan of holy basil in the east village, and while i do believe their food has slightly slipped in quality, i have been hesitant to be disloyal.",food,negative
"but the best part about ls is the late night atmosphere, delightfully free of the bts.",ambience,positive
for an untrendy rip-off- eat here.,anecdotes,negative
i can't wait to go back.,anecdotes,positive
i hate hate hate this place.,anecdotes,negative
we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,anecdotes,positive
we even had a visit from the manager who wanted to make sure we were enjoying ourselves.,service,positive
the staff there is very attentive and down to earth.,service,positive
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",ambience,positive
"you don't go to mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative
"the service is always bad though, don't expect much of anything from your server, and i would not recommend bringing a date here either.",service,negative
monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,price,positive
wonderful!,anecdotes,positive
it took them 15 minutes to put water in our glasses.,service,negative
the service is descent even when this small place is packed.,service,positive
this is the best sushi in new york city - hands down.,food,positive
go hungry and enjoy.,anecdotes,positive
this place is worth an one-hour drive.,anecdotes,positive
great value for the quality ingredients.,price,positive
great value for the quality ingredients.,food,positive
"the thali was small, thoroughly unremarkable, and $14.95.",price,negative
"the thali was small, thoroughly unremarkable, and $14.95.",food,negative
the sushi is also great!,food,positive
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i can't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing.,food,positive
truly the mark of an attentive waiter.,service,positive
"the food here is rather good, but only if you like to wait for it.",food,positive
"the food here is rather good, but only if you like to wait for it.",service,negative
i got an excellent piece of cheesecake and we had several other nice pastries.,food,positive
"the staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.",service,positive
the makhani was ok --the korma was bland.,food,negative
the food is inventive but still keeps traditional indian flavoring.,food,positive
all i can say is wow!,anecdotes,positive
"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic, just simple, small and sparse.",ambience,positive
this is a cute place and could be good but they need to get their act together.,ambience,positive
the lox is always fresh too.,food,positive
"sure enough, exactly 30 minutes later we got the call and were seated promptly.",service,positive
service was very friendly.,service,positive
so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to.,anecdotes,positive
so all i'm trying to say is this restaurant is by far the best thai food restaurant i've ever been to.,food,positive
food was ok - fish was cooked well.,food,positive
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.,anecdotes,negative
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food.,food,positive
the duck confit is always amazing and the foie gras terrine with figs was out of this world.,food,positive
"the whole set up is truly unprofessional and i wish cafe noir would get some good staff, because despite the current one this is a great place.",service,negative
the staff offers impeccable service.,service,positive
the catch is that you are charged extra for anything that you leave on your plate so don't be a greedy pig!,price,negative
the catch is that you are charged extra for anything that you leave on your plate so don't be a greedy pig!,anecdotes,negative
we ended our great experience by having gulab jamun (dessert) recommended by the waiter.,food,positive
wont come back again for sure!,anecdotes,negative
"this place doesn't compare with mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",price,negative
"this place doesn't compare with mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",food,negative
"the place is sleek, modern and playfull and i will return again frequently.",ambience,positive
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",price,positive
"i have known about this secret for the last 13 years, emilio(the godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,food,positive
"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",anecdotes,negative
"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",service,negative
and the bill was outragous.,price,negative
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",price,positive
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",food,positive
"the service was attentive, yet unimposing, the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced.",service,positive
"kind, attentive wait staff.",service,positive
bon appettite!!,anecdotes,positive
salads were fantastic.,food,positive
the owners and employees are friendly and their pizza is fantastic.,food,positive
the owners and employees are friendly and their pizza is fantastic.,service,positive
"la rosa waltzes in, and i think they are doing it the best.",anecdotes,positive
"the food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,positive
the food is authentic italian - delicious!,food,positive
"a great addition to smith street: finally, a place that's not pretentious and filled with women wearing ugg boots.",anecdotes,positive
skip dessert.,food,negative
we spent $200 in this place and left hungry and very disappointed.,price,negative
we spent $200 in this place and left hungry and very disappointed.,anecdotes,negative
it is simply amazing.,anecdotes,positive
it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,service,negative
i liked this place the first time but doubt i will ever return.,anecdotes,negative
the service is good and ambience is good for a date or group outing.,ambience,positive
the service is good and ambience is good for a date or group outing.,service,positive
it's all about the food !!,food,positive
fast service.,service,positive
"skip this restaurant, it's a big disappointment.",anecdotes,negative
"the staff is excellent, specjal: that girl behind the bar, european chic.",service,positive
"stick with the chicken, beef, and lamb dishes.",food,positive
"the service was bad, the food took to forever to come, we sat on the upper level.",service,negative
"we a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive
this restaurant is a wonderful place to go many times and it is reasonably priced.,price,positive
this restaurant is a wonderful place to go many times and it is reasonably priced.,anecdotes,positive
"bravo, blue hill!",anecdotes,positive
"conveniently located too, being right on bedford ave.",anecdotes,positive
"bottom line: b+ for the food, f for the service.",food,positive
"bottom line: b+ for the food, f for the service.",service,negative
the only thing the waiters don't do for you is wipe your chin when you leave.,service,positive
this place is to be avoided.,anecdotes,negative
"stick to dimsum, not super overpriced noodles.",price,negative
"stick to dimsum, not super overpriced noodles.",food,negative
the service is fine and they allow you to enjoy the view.,ambience,positive
the service is fine and they allow you to enjoy the view.,service,positive
my sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,anecdotes,negative
"we, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",service,negative
delicious simple food in nice outdoor atmosphere.,food,positive
delicious simple food in nice outdoor atmosphere.,ambience,positive
i will definetly be going back.,anecdotes,positive
"the food is good, but very expensive for the casualness of it.",price,negative
the only fallback on this restaurant is the prices.,price,negative
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,food,negative
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,ambience,positive
try sushimi cucumber roll.,food,positive
i'm saving up for my next visit.,anecdotes,positive
the food is delicious.,food,positive
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,price,positive
their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,food,positive
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,positive
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,service,positive
amma is nothing special.,anecdotes,negative
"worth it for a special occasion, or any time!",anecdotes,positive
the atmosphere is much better than sripraphai (more modern and sleek).,ambience,positive
i recommend to anyone who wants to dress up and impress the lady.,anecdotes,positive
"the food is outstanding and the service is quick, friendly and very professional.",food,positive
"the food is outstanding and the service is quick, friendly and very professional.",service,positive
"the bagels always warm, soft on the inside, crispy on the outside and enormous in size.",food,positive
definitely a once a year treat that i look forward to around the holidays!,anecdotes,positive
service is fast and friendly.,service,positive
"anyhow, we were able to sit as long as we wanted and chat, which was nice.",ambience,positive
and they have these home made potato chips at the bar that are the most delicious things in the world!,food,positive
a defitely must visit.,anecdotes,positive
my husband and i enjoyed each of the 6 taste size portions and left completely full.,food,positive
"i went here with a friend on a whim, we went someplace else first and couldn't get a table.",service,negative
"we all ate pasta entre'es, which were great.",food,positive
the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,food,positive
great experience overall.,anecdotes,positive
perfect for dates!,ambience,positive
the food was boring and expensive.,price,negative
the food was boring and expensive.,food,negative
"the ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,positive
terrific menu full of unique rolls and special dishes.,food,positive
the service is ok but could be better.,service,negative
"we love the food, drinks, and atmosphere!",food,positive
"we love the food, drinks, and atmosphere!",ambience,positive
i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,anecdotes,negative
i was here a few weeks back and we had the worst customer service experience at a restaurant ever.,service,negative
"nothing against a good sales call, but the tactics at amma are just too obvious.",service,negative
"went on a 3 day oyster binge, with fish bringing up the closing, and i am so glad this was the place it o trip ended, because it was so great!",anecdotes,positive
"took my mom for mother's day, and the maitre d' was pretty rude.",anecdotes,negative
"took my mom for mother's day, and the maitre d' was pretty rude.",service,negative
"the vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive
"the vibe is very relaxed and cozy, service was great and the food was excellent!",ambience,positive
"the vibe is very relaxed and cozy, service was great and the food was excellent!",service,positive
"if you are looking for a good quality, cheap eats - this is the place.",price,positive
"if you are looking for a good quality, cheap eats - this is the place.",food,positive
"however, for what we spent, overall, it just was not up to par.",price,negative
the service was friendly and the atmosphere was casual.,ambience,positive
the service was friendly and the atmosphere was casual.,service,positive
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else.,food,positive
"i recommend their pad see ew, pork chops or tofu plates.",food,positive
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,price,positive
never in my life did i think that i could be satisfied both in taste and in quantity for $3.00 in nyc.,food,positive
"this is the best secret place in midtown', i heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last tuesday.",food,positive
the service was excellent - friendly and attentive.,service,positive
"the main course had an average portion, and was decent overall.",food,positive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,anecdotes,positive
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,ambience,positive
"waitstaff is great, very attentive.",service,positive
i live in the neightborhood and am a regular.,anecdotes,positive
the dinner menu is diverse and top-notch as well.,food,positive
it is what modern cuisine is all about.,anecdotes,positive
"in any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",price,negative
"in any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.",anecdotes,positive
i definitely will go back.,anecdotes,positive
"i don't like indian food too much and this was delicious, however you want to factor that into the equation.",food,positive
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",food,positive
finally!,anecdotes,positive
i've never been disappointed.,anecdotes,positive
i won't go back unless someone else is footing the bill.,price,negative
"we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze (they told me that if i call in the order, they'd bring it out to the car so i wouldn't have to look for parking).",service,positive
jimmy's is hands down the hottest night spot in the bronx.,ambience,positive
and i would have to agree with the masses in terms of service - delivery is their achilles' heel.,service,negative
my boyfriend and i have been to the minnow four times now and we have consistently been impressed.,anecdotes,positive
"the $300 bill was a bit steep, but the experience was great.",price,negative
"nice ambiance, nice little bar, good bartender, francois, and good service.",ambience,positive
"nice ambiance, nice little bar, good bartender, francois, and good service.",service,positive
i found this restaurant to be one that truly values its patrons.,anecdotes,positive
"the calamari comes with an incredible sauce, and the duck noodles are yummy as well.",food,positive
i would definitely go back -- if only for some of those exotic martinis on the blackboard.,food,positive
"for some reason the place was empty when we got in and remained so for the entire evening, i don't understand why but we had a blast and will definately go back the next time we are in the area.",anecdotes,positive
simple comfort food and what hot and lage portions.,food,positive
"stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",food,negative
we didn't get drink refills and she didn't even offer us the option of dessert.,service,negative
beautiful experience.,anecdotes,positive
the bagels are also reasonably priced for nyc.,price,positive
"if you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",anecdotes,positive
decor leaves something to be desired.,ambience,negative
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",price,negative
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",ambience,positive
"our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",service,positive
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",price,positive
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",anecdotes,positive
"when my husband and go there, we spend $60.00 (have lobster tails ummmmm need i say more) i can't say any more, it a place you'll never forget if you never go, you'll miss a meal of your life time",food,positive
"i've been to this restaurant more than a dozen times and when i'm craving for pho, lemon grass chicken or beef cube on rice, this is the place to go.",food,positive
"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.",ambience,positive
"the food is spectacular, from the appitizers to the main course, and then of course the desserts, (wow) you'll need no more.",food,positive
the neighborhood was nice though so check out another restaurant instead.,anecdotes,negative
my fish was delicious in an incredible curry sauce.,food,positive
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz's deli down on the lower east side.,anecdotes,positive
"even upon delivery, their juicy pork buns are quite good . .",food,positive
"average to good thai food, but terrible delivery.",food,positive
"average to good thai food, but terrible delivery.",service,negative
the space is nice but when we order our drink we were in for a surprise.,ambience,positive
the entire place and the treatment we received felt as a conveyor belt.,ambience,negative
the entire place and the treatment we received felt as a conveyor belt.,service,negative
joe's pizza used to have the best slice until this pizzeria opened up.,anecdotes,positive
i in all reality felt as if i had just gotten off air france and was in the 8th district in paris.,ambience,positive
i have never had anything like it!,anecdotes,positive
and they provided a delicious dessert on the house!,price,positive
and they provided a delicious dessert on the house!,food,positive
and they provided a delicious dessert on the house!,service,positive
"they are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.",service,negative
"the food is amazing, rich pastas and fresh doughy pizza.",food,positive
"food was very good, but not what i would consider out of this world.",food,positive
i had lobster bisque it has 2 oz. of maine lobster in it.,food,positive
"try the pad thai, it's fabulous and their prices are so cheap!",price,positive
"try the pad thai, it's fabulous and their prices are so cheap!",food,positive
food is great and inexpensive.,price,positive
food is great and inexpensive.,food,positive
the price very reasonable.,price,positive
"dessert - can't be missed, so save room!!!",food,positive
"it can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food,positive
"take a good sense of humor,an american express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road",price,negative
ingredients are organic which is a real plus for me.,food,positive
it was so bad i actually refused to pay for my food.,anecdotes,negative
it was so bad i actually refused to pay for my food.,food,negative
i recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,price,positive
i recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,anecdotes,positive
i recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,food,positive
"this is, by far, my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!",price,negative
"this is, by far, my favorite restaurant in nyc and i only wish it were more affordable so i could go more often!",anecdotes,positive
"the staff was very attentive, the ambience lovely, and the food superb.",food,positive
"the staff was very attentive, the ambience lovely, and the food superb.",ambience,positive
"the staff was very attentive, the ambience lovely, and the food superb.",service,positive
"i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food,negative
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,food,positive
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,ambience,positive
the pizza and wine were excellent-the service too--but what really made this place was the backyard dining area.,service,positive
the frankenstein show was the best.,anecdotes,positive
"the waiters are sweet, the food is tasty and the bill is never too large.",price,positive
"the waiters are sweet, the food is tasty and the bill is never too large.",food,positive
"the waiters are sweet, the food is tasty and the bill is never too large.",service,positive
"as a fan of thai, i have tried quite a few different restaurants in nyc and this one was definitely the worst.",anecdotes,negative
"the service was superb, they treat you like family.",service,positive
"we all had the tasting menu and unlike some of the other reviews, i felt there was more than enough food.",food,positive
"it only took about five or so minutes to get an empty table, but standing up wasn't too bad.",service,positive
they had scrapped the bottom of the vessel in which they make the rice -result - we had large chunks of burnt rice in our serving bowl.,food,negative
it was divine melts in your mouth.,food,positive
stumbled upon this gem of a pizza place and i will be going back frequently.,anecdotes,positive
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.",price,negative
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but i thought a bit overpriced.",food,positive
"warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).",ambience,positive
we ran a little late for the reservation but it wasn't a problem to get our table immediately.,service,positive
kudos haru,anecdotes,positive
we arrived on time for our reservation and seated promptly.the,service,positive
i plan on eating here more often.,anecdotes,positive
"the well mannered, pleasant staff that tony has in his employ.",service,positive
the flavors robust and subtle.,food,positive
i came here for my friend's birthday and keep coming back ever since.,anecdotes,positive
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",price,positive
"all i can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",food,positive
"i would never wait for a table to eat, it just is not that great.",anecdotes,negative
"we concluded with tiramisu chocolate cake, both were delicious.",food,positive
the counter service is bad.,service,negative
i had a grat time at jekyll and hyde!,anecdotes,positive
"service here was great, food was fantastic.",food,positive
"service here was great, food was fantastic.",service,positive
"this is such a lovely, peaceful place to eat outside.",ambience,positive
and we were thouroughly disapointed.,anecdotes,negative
the sauce is delicious and the crust is perfect.,food,positive
"this is a great place to take out-of-towners, and perfect for watching the sunset.",anecdotes,positive
"this is a great place to take out-of-towners, and perfect for watching the sunset.",ambience,positive
"you will pay a lot for the decore, but the food is no better or worse than a lot of other chinese and asian fusion places in ny.",price,negative
"you will pay a lot for the decore, but the food is no better or worse than a lot of other chinese and asian fusion places in ny.",ambience,negative
they have some great entrees here as well.,food,positive
"our teenage kids love it, too.",anecdotes,positive
"the food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive
you guys are awesome!,anecdotes,positive
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!",food,positive
"they do cater to american palates, but if you like it hot let them know and they are more than willing to oblige!",service,positive
i loved this place!!,anecdotes,positive
i had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,food,positive
"oh, but wait, we were out of drinks (which were also delightfully overpriced).",price,negative
"oh, but wait, we were out of drinks (which were also delightfully overpriced).",food,negative
avoid at all costs.,anecdotes,negative
i would highly recommend this place to everyone for any occasion!,anecdotes,positive
the service is fantastic.,service,positive
i recommend that you try this hidden spot which will surely blowup very soon,anecdotes,positive
the garlic mashed potatoes are hands down the best in the city!,food,positive
"great for a romantic evening, or a fun evening with friends...",ambience,positive
the lamb meat was under-cooked and extrmely chewy.,food,negative
the best pad thai i've ever had.,food,positive
"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food,negative
"over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",service,negative
great pizza and fantastic service.,food,positive
great pizza and fantastic service.,service,positive
we were seated outside and the waiter spilled red wine and hot tea on myself and my date.,service,negative
"while this is a pretty place in that overly cute french way, the food was insultingly horrible.",food,negative
"while this is a pretty place in that overly cute french way, the food was insultingly horrible.",ambience,positive
i went there for lunch and it was not as good as i expected from the reviews i read.,anecdotes,negative
none of that yucky whipped stuff.,food,positive
"the wine list isn't great, and the desserts are shipped in from bruno's down the street, which is not as good as it used to be.",food,negative
i ordered a lassi and asked 4 times for it but never got it.,service,negative
their coffee is quite good too!,food,positive
i would not recommend this place to anyone.,anecdotes,negative
"great wine list (italian), good food, service was initially fine.",food,positive
"despite the fact that the space is large, they've overcrowded the floor with tables.",ambience,negative
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.",service,negative
"they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",service,negative
i had to ask her three times before she finally came back with the dish ive requested.,service,negative
"normally that would be improper, however they were all delicious and my host did not complain.",food,positive
taxan delicious!,food,positive
"perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",anecdotes,negative
"unlike other places in nyc where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",price,positive
have been dozens of times and never failed to enjoy the experience.,anecdotes,positive
they couldn't even make a salad that was appealing.,food,negative
for two people with tip was less than $25 bucks.,price,positive
killer sushi!,food,positive
of course the reason its so packed is because the food is so delicious!,food,positive
"staffs are not that friendly, but the taste covers all.",food,positive
"staffs are not that friendly, but the taste covers all.",service,negative
much of the time it seems like they do not care about you.,service,negative
plus they made a perfect martini.,food,positive
the waiter was attentive.,service,positive
their margarita is best i've had since i've returned from naples!,food,positive
i highly recommend the restaurant based on our experience last night.,anecdotes,positive
the tastes makes your mouth water for more.,food,positive
"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!",food,positive
"their sake list was extensive, but we were looking for purple haze, which wasn't listed but made for us upon request!",service,positive
"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",price,negative
"the tables are crammed way too close, the menu is typical of any italian restaurant, and the wine list is simply overpriced.",ambience,negative
"all in all a wonderful experience, can't wait to come back.",anecdotes,positive
the food was actually aweful.,food,negative
they are served with a free appetizer and the portions are perfect for lunch.,price,positive
they are served with a free appetizer and the portions are perfect for lunch.,food,positive
there is actually space to breathe and the decor sets the tone for an intimate dinner.,ambience,positive
we went around 9:30 on a friday and it had died down a bit by then so the service was great!,service,positive
"furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",food,negative
this place has realy fresh sushi and a nice large menu of japanese classic cuisine.,food,positive
the sushi is average and the prices are anything but.,price,negative
"my wife and i also enjoyed the spinach, the shanghai low mein, and other attractions.",food,positive
i would go back.,anecdotes,positive
definitely will be back!,anecdotes,positive
if you have a dumpling fetish i suggest you try some here!,food,positive
"three page wine menu, one page entree and horedevous.",food,positive
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accomodating and friendly.",food,positive
"the food is consistently wonderful - i've been coming here for years, and the owner has always been accomodating and friendly.",service,positive
the waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as i would have expected.,service,negative
and the food was fantastic.,food,positive
this is the kind of place you'd like to take all your friends to and still keep a secret.,anecdotes,positive
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",food,positive
"if you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",ambience,positive
"they're also friendlier here, especially the owner, kenny.",service,positive
"while the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",food,positive
