Sentence,Entity,Sentiment,Probability
we really enjoy the benefits system of our health which encourages us to be healthier but when we have gone to use our private medical insurance the rules have been very strict and we haven't benefited much more than we would have done if we're using the nhs .,insurance,positive,0.5486632
they are extremely helpful and never had a problem with them paying a claim,claim,positive,0.99404514
the procedures for claiming are tortuous and communication with the relevant staff is through phone rather than being able to exchange emails,staff,negative,0.21243028
they have always been very good at dealing with my claim,claim,positive,0.7315232
they have always been very good at dealing with my claim,claim,positive,0.7315232
"also, not all of the benefits are relevant, so i'd prefer a discount rather than things i do not use.",discount,negative,0.009009577
they are extremely helpful and never had a problem with them paying a claim,problem,positive,0.9917351
they are extremely helpful and never had a problem with them paying a claim,claim,positive,0.99404514
can improve customer service,service,positive,0.9981681
too expensive and the premium is always increasing - this is a common aspect with any insurance product related to prudential.,premium,negative,0.011759354
it is very stressful dealing with unqualified staff who are paid exclusively to fob you off rather than to help you!,staff,negative,0.018200511
too expensive and the premium is always increasing - this is a common aspect with any insurance product related to prudential.,premium,negative,0.011759354
i was asked to pay for the cost of seeing a consultant as it was considered a pre-existing condition.,price,negative,0.13753247
always have to object to annual increases to obtain a fair deal,lot,negative,0.103202574
i dont recommend insurance products,insurance,negative,0.040288143
they cover my car insurance and i've been disappointed with how they've handled my claim,claim,negative,0.01113615
Took a lot of phones to get them to complete on a claim,claim,negative,0.048662707
person on the phone knows all about it,phone,positive,0.65728325
and i was made to feel that she wasnt rushing me on the telephone,phone,negative,0.026870014
"i asked axa ppp to contact me again in a year, i completely forgot about it and before my existing renewal came in they were on the phone.",phone,negative,0.018561617
very friendly & professional on the phone but the systems behind the call centre are poor.,phone,positive,0.6463529
they were in regular contact to help me get healthcare.,contact,positive,0.9918767
have not needed to use the policy as yet but the sales team are really helpful and informative.,team,positive,0.99686426
so an incredibly negative experience overall. something which i had hoped would just be a quick credit card purchase online ended up taking most of the morning,experience,negative,0.0030677482
"however, i can respond how was the experience of the customer service during that purchase",experience,positive,0.97857547
i consider it to be the wrong question as i haven´t experienced the true service this company/association provides to clients since i just purchased a policy,question,negative,0.004616459
i suspect the problem was that i was pasting my password into the relevant field which may be blocked to prevent hacking.,problem,negative,0.022370806
he exhibited patience in giving tailored information over a period of weeks and supplied key documents on request for me to review.,documents,positive,0.9938519
have not needed to use the policy as yet but the sales team are really helpful and informative.,team,positive,0.99686426
"my experience was quite usual compared to other insurance companies - that is to say, a greatly inflated renewal price, followed by a phone call to the axa which reduced the policy premium for the same cover, but i was told this was the lowest price that could be done. as it was still too high",renewal price,negative,0.031058092
no accidents in life no claim no concessions,claim,negative,0.04013329
fed up being screwed over by insurance companies charging a fortune when i have never had a claim and no points.,claim,negative,0.008218469
excllecent customer service,customer service,positive,0.9974009
impressive service ),service,positive,0.99907637
clear precise voice on phone.,voice,positive,0.9923322
convenient renewal and price hasn't increased too much,convenient renewal,positive,0.9684428
thanks,thanks,positive,0.99506986
quotes online it is the reason i chose axa insurance services,insurance,positive,0.99793434
when i eventually got car back i was happy with repair,repair,positive,0.9843822
they arranged for a garage for the repair and rental car,repair,positive,0.84328943
"we had horrendous problems recently when trying to reach you by phone after a minor bump, however the repair was carried out efficiently, but after which communication dried up.",repair,positive,0.9801502
i have been very pleased with the service in respect of my recent claim for the roof damaged in storm doris.,roof,positive,0.52185774
this is my second time using axa and i was given a discount as i alreally have a policy at this moment.,discount,positive,0.99515235
"also with having used a sister company, i was able to send an email with my current policy number and therefore have my ncb confirmed almost immediately.",ncb,positive,0.9973538
"quick response , less paperwork do not require confirmation of ncb through post",ncb,positive,0.9494668
i had a discount on my second car with them.,discount,positive,0.9122263
"To top it off you didn't require proof of my no claims discount, unlike Hastings which sent me a passive aggressive letter demanding this after my cover had started and implying I might not have coverage until it arrived.",ncb,negative,0.058547575
i asked for hard copy of the actual insurance certificate and this has arrived as requested.,certificate,positive,0.95994544
and i was grateful that on request you sent me a paper copy of my insurance certificate.,certificate,positive,0.99716395
the reason they did well is because they give me a call and offered me discount.,discount,positive,0.9982072
multicar discount was a nice little bonus and bought my insurance down to a more manageable quote.,discount,positive,0.99861145
after a constructive discussion about this i was give a loyalty discount which brought the increase down to 13%.,discount,positive,0.9943698
i got £18 discount,discount,negative,0.09500075
easey to acess and cooperative with discount for multi.,discount,positive,0.9980294
i had a discount code from grand designs and that made axa the best deal.,discount,positive,0.998615
discount available.,discount,positive,0.9827046
"the insurance was taken out online, i sent a no claims discount letter through and received a prompt auto email reply stating thanks for sending it.",discount,positive,0.99696714
offered me a discount as an existing customer even though i hadn't requested one.,discount,negative,0.010391437
included a discount to the original quote.,discount,positive,0.9036994
have recommended to my family with 15% discount.,discount,positive,0.9983463
"so back to lv, they are not the cheapest, but when i did make a claim they handled it really well.",claim,positive,0.88446367
i had a genuine claim and not being experienced with this type of problem the lv people i dealt with were absolutely brilliant.,claim,positive,0.9779398
as lv requested a 'no show' this letter was impossible to get from ryanair as they wouldn't even accept our cancellation of travel - they are impossible to deal with but lv made no allowances for this so i have been unable to make a claim,claim,negative,0.0098039
slightly ambiguous instructions when adding a previous claim - i discovered i inadvertently removed the information again by not clicking on,claim,negative,0.012568516
"used lv last year, had a slight accident and the company handled my claim very well, including legal against a third party that were at fault",claim,positive,0.99584144
"nothing bad, but then, i was fortunate not to have needed to make a claim!",claim,negative,0.029177291
having made a claim on a previous lv home insurance i can tell anyone that it was handled very well by lv customer service.,claim,positive,0.9961641
"when the renewal came through there was no where on it, or on the online forms, that indicated the price of my insurance and therefore how much money they had helped themselves to from my bank.",renewal,negative,0.062293857
"i needed to review my existing cover and was very disappointed when i received my renewal, so i decided to test the market and axa came up with a better premium.",renewal,negative,0.09402078
"odd, had an existing renewal for home insurance with you which jumped from £235 to £305 (35% increase) phoned to ask why and standard reply.",renewal,negative,0.08020385
"having had my car insurance with axa for several years, when my renewal notice arrived from my buildings and contents insurers, i was staggered by several factors which seemed totally unreasonable.",renewal,negative,0.006097178
received my renewal which i thought was too expensive compared to last year's price.,renewal,negative,0.0069279186
"i would have liked the right price the first time i was informed of renewal, instead of having to bargain for a reduction in price.",renewal,negative,0.16102637
price for the home insurance was lower than my renewal with tesco.,renewal,negative,0.41337907
found your quote very good beating my renewal from my existing company.,renewal,positive,0.9989272
renewal price is too high better getting a quote from them as a new customer have done this on both our cars this year and saved quite a bit of money their system needs to recognise existig customers with multi car discounts etc apart from that all good,renewal price,negative,0.40231642
my renewal price was considerably more than last year although i made no claims had to spend a considerable time negotiating a better deal.,renewal price,positive,0.6658955
however the renewal price was more expensive when compared to last years premium.,renewal price,negative,0.010810522
excellent services but a bit disappointed with the renewal price.,renewal price,negative,0.019875655
inflated renewal price.,renewal price,negative,0.0067107123
my renewal price was considerably more than last year although i made no claims had to spend a considerable time negotiating a better deal.,renewal price,positive,0.6658955
"renewal price came through as far too expensive, had to negotiate with axa representative in order to renew at a reasonable cost.",renewal price,negative,0.01608633
however the renewal price was more expensive when compared to last years premium.,renewal price,negative,0.010810522
"they could have provided a competitive renewal price in the first place, this would have avoided me searching round to find a better price which axa then matched.",renewal price,negative,0.12745255
"renewal price for house insurance was much, much too high taking into account as well the level of cover and t&cs.",renewal price,negative,0.030601827
"renewal price was inflated, but after a quick call i was able to save money and the advisor made the process simple and pleasant",renewal price,positive,0.8012853
"good price, as a loyal customer with m&s my renewal price was a joke, i will now always check the market before renewing my home insurance and will also check my car insurance prices.",renewal price,positive,0.64612466
"the renewal price quoted is far too high, i will call them and have much lesser quotes at hand and they, like all other companies will reduce my quote by upto £100, why on earth are long standing customers not given this reduced price on the initial quote, pure greed",renewal price,negative,0.030227115
renewal price is too high better getting a quote from them as a new customer have done this on both our cars this year and saved quite a bit of money their system needs to recognise existig customers with multi car discounts etc apart from that all good,renewal price,negative,0.40231642
the renewal price was a bit high and was easily beaten by checking online.,renewal price,negative,0.044954404
renewal price was more than i expected however i couldn't search a price that was so much better to make me change company.,renewal price,negative,0.070805624
my renewal price was considerably more than last year although i made no claims had to spend a considerable time negotiating a better deal.,renewal price,positive,0.6658955
"i was sent a renewal price which far exceeded the price paid for last year and had to phone up for a more ""accurate"" quote.",renewal price,negative,0.08053606
my renewal price was considerably more than last year although i made no claims had to spend a considerable time negotiating a better deal.,renewal price,positive,0.6658955
"renewal price came through as far too expensive, had to negotiate with axa representative in order to renew at a reasonable cost.",renewal price,negative,0.01608633
"i was sent a renewal price which far exceeded the price paid for last year and had to phone up for a more ""accurate"" quote.",renewal price,negative,0.08053606
renewal price was more than i expected however i couldn't search a price that was so much better to make me change company.,renewal price,negative,0.070805624
"ok, it would be better if they offer me a good renewal price.",renewal price,negative,0.31228277
however the renewal price was more expensive when compared to last years premium.,renewal price,negative,0.010810522
"they could have provided a competitive renewal price in the first place, this would have avoided me searching round to find a better price which axa then matched.",renewal price,negative,0.12745255
"renewal price for house insurance was much, much too high taking into account as well the level of cover and t&cs.",renewal price,negative,0.030601827
"renewal price was inflated, but after a quick call i was able to save money and the advisor made the process simple and pleasant",renewal price,positive,0.8012853
"the renewal price quoted is far too high, i will call them and have much lesser quotes at hand and they, like all other companies will reduce my quote by upto £100, why on earth are long standing customers not given this reduced price on the initial quote, pure greed",renewal price,negative,0.030227115
the renewal price was a bit high and was easily beaten by checking online.,renewal price,negative,0.044954404
renewal price not the cheapest quote but prior years service was very good & free online charges (no admin charge) to the policy are a real plus.,renewal price,negative,0.0030840146
my renewal price was considerably more than last year although i made no claims had to spend a considerable time negotiating a better deal.,renewal price,positive,0.6658955
"i was sent a renewal price which far exceeded the price paid for last year and had to phone up for a more ""accurate"" quote.",renewal price,negative,0.08053606
however the renewal price was more expensive when compared to last years premium.,renewal price,negative,0.010810522
excellent services but a bit disappointed with the renewal price.,renewal price,negative,0.019875655
inflated renewal price.,renewal price,negative,0.0067107123
"they could have provided a competitive renewal price in the first place, this would have avoided me searching round to find a better price which axa then matched.",renewal price,negative,0.12745255
"the renewal price quoted is far too high, i will call them and have much lesser quotes at hand and they, like all other companies will reduce my quote by upto £100, why on earth are long standing customers not given this reduced price on the initial quote, pure greed",renewal price,negative,0.030227115
renewal price is too high better getting a quote from them as a new customer have done this on both our cars this year and saved quite a bit of money their system needs to recognise existig customers with multi car discounts etc apart from that all good,renewal price,negative,0.40231642
i had some accidental damage on property in may previous year's insurance with axa and it was dealt with promptly.,damage,positive,0.7170187
"reasonable renewal price, no hassle when it came to claiming a windscreen",windscreen,positive,0.8613994
"quickly and without fuss came out a second time, free of charge, to replace a faulty new windscreen that had cracked within weeks of being replaced.",windscreen,negative,0.016054181
"i called to claim for a windscreen, got through within 20 seconds, appointment booked within 24 hours.",windscreen,negative,0.2341737
claimed for cracked windscreen without any issues.,windscreen,negative,0.009509982
claimed for cracked windscreen without any issues.,windscreen,negative,0.009509982
"reasonable renewal price, no hassle when it came to claiming a windscreen",windscreen,positive,0.8613994
there was no clarity around the period of hire for the courtesy car.,courtesy car,negative,0.022396538
not bad. a bit of confusion with the day the car was being collected and the courtesy car.,courtesy car,negative,0.047428403
there was no clarity around the period of hire for the courtesy car.,courtesy car,negative,0.022396538
i asked for hard copy of the actual insurance certificate and this has arrived as requested.,certificate,positive,0.95994544
"everything was so easy, from the renewal notice sent by email, right through to the new certificate being available to print on the actual day of renewal.",certificate,positive,0.9496169
excellent customer service and despite an online company provided me a hard copy of the certificate of insurance by post upon request due to my printer breakdown,certificate,positive,0.9893644
the first time i took out your car insurance i asked you to send me the certificate of insurance which you kindly did as i explained i could not print it from my laptop ; last year i still could not print and you kindly sent me the certificate as requested .,certificate,negative,0.426473
my insurance was renewed promptly as requested and my certificate of insurance sent to me by post.,certificate,positive,0.9966449
"they apparently do not employ the usual practice of providing an actual paper copy of the certificate of insurance, but when i asked if i could possibly have one, they were only too willing to provide it.",certificate,negative,0.026649605
very helpful when dealing with a (non fault) accident.,accident,positive,0.9926198
how helpful you were after my accident in 2015.,accident,positive,0.995378
a recent accident which was not my fault was sorted with the day it happened,accident,negative,0.01916013
"used lv last year, had a slight accident and the company handled my claim very well, including legal against a third party that were at fault",accident,positive,0.96805435
like all insurance companies i assume so it can wriggle out of a claim should there be one,claim,negative,0.052689545
i don't trust the medical questionaires on insurance sites as you can never be sure that all the information given is enough for them to honour a claim - their reputation is to find some minor omission and refuse to pay.,claim,negative,0.021399302
having made a claim on a previous lv home insurance i can tell anyone that it was handled very well by lv customer service.,claim,positive,0.9961641
only had one claim a couple of years ago and couldn't fault the service,claim,negative,0.024355326
fortunately this was my first accident in a number of years and the difference in the treatment was amazing.,accident,positive,0.9853753
half the price of my renewal quote from another provider.,renewal quote,positive,0.98404723
"£100 off my renewal price, with the same benefits!",renewal quote,positive,0.990756
an excessively high renewal quote for the same insurance.,renewal quote,negative,0.0041626785
i had been with this company for the previous 4 years and was sent an automatic renewal premium which had increased substantially despite having no changes to the policy,renewal quote,negative,0.24569426
renewal price always inflated versus price given via website.,renewal quote,negative,0.015501807
cheaper online price than renewal quote,renewal quote,positive,0.9918133
service was very good but each year my renewal quote is much higher than those of comparison sites.,renewal quote,negative,0.11225805
staff i called was helpful and easily cancelled the expensive renewal quote and didn't realise i probably could have just rung and got a matched quote.,renewal quote,positive,0.7640017
"had to ring and challenge the renewal quote to get it reduced wouldn't expect to have to do this as along term customer, best price should be given to all as a standard",renewal quote,negative,0.012689486
"i love axa, it's a great service, but my renewal quote was high and only came down to a decent price when i phoned to query it.",renewal quote,negative,0.46141988
"my renewal quote was up 15% on the previous year and higher than i was being quoted elsewhere, but following a very helpful telephone call, the cost was reduced to less than the previous year.",renewal quote,negative,0.27321085
i choose axa as my renewal quote was almost double what i paid the previous year and axa was the next best quote for what i needed.,renewal quote,positive,0.99812526
"apart from the usual ridiculous renewal quote, the process of negotiating a more reasonable cost to insure was calm, efficient and positive",renewal quote,negative,0.48653278
they didn't give the best renewal quote but after ringing them they did their best to sort a new quote,renewal quote,negative,0.030446742
when i received my renewal quote it was quite a bit more than the previous year.,renewal quote,negative,0.09933478
"after getting a high renewal quote from my previous insurance provider, the price and level of cover was to good to miss",renewal quote,positive,0.9942106
very pleasant members of staff who were knowledgable and although their initial renewal quote was higher than others they were able to bring this down for me.,renewal quote,positive,0.98594207
the renewal quote was reasonable,renewal quote,positive,0.9959086
we renewed our car insurance policy as we were happy with the renewal quote,renewal quote,positive,0.9984413
i thought the renewal quote to be reasonable for what i wanted so i renewed,renewal quote,positive,0.9740407
for once a renewal quote was actually acceptable!,renewal quote,positive,0.9603459
renewal quote was cheapervthan anyone else.,renewal quote,positive,0.6536988
this is the first time in years a renewal quote was lower than a new quote.,renewal quote,positive,0.71868396
renewal quote was competitive (unlike a lot of other companies),renewal quote,positive,0.9963337
"nothing to it, happy with renewal quote",renewal quote,negative,0.1004906
have been more than happy with axa eventual renewal quote.,renewal quote,positive,0.9822289
reasonable renewal quote,renewal quote,positive,0.98801917
my renewal quote was the cheapest i could find where usually insurance renewals seem to go up as companies quote new customers cheaper.,renewal quote,positive,0.9874616
service was very good but each year my renewal quote is much higher than those of comparison sites.,renewal quote,negative,0.11225805
disappointed about the renewal quote initially but then happy with the price offered when i called to ask for the best price.,renewal quote,negative,0.0050770687
they didn't give the best renewal quote but after ringing them they did their best to sort a new quote,renewal quote,negative,0.030446742
we had to deal with flood situation in our home that caused quite significant damage.,damage,negative,0.018983612
"we dealt with three axa representatives in total - the first polite and helpful, the second (a building surveyor) inconsistent in his assessment of the risk factor attached to the state of the damage, and the third plain rude.",damage,negative,0.027240165
i felt as though my past custom (loyalty) was recognised.,loyalty,positive,0.9933241
good to see existing customers being rewarded for a big of loyalty.,loyalty,positive,0.9984187
axa now have my loyalty.,loyalty,positive,0.9970379
"they didn't increase my premium more than expected, showing appreciation for my loyalty.",loyalty,positive,0.946483
the whole thing is geared to rewarding new business and not loyalty.,loyalty,negative,0.017824965
that's how you should treat someone who shows some loyalty.,loyalty,positive,0.50003815
where is the gain for the loyalty of customers who renew their cover with axa?,loyalty,positive,0.99306655
loyalty doesn't usually count,loyalty,negative,0.031190176
money grabbing gits who penalize loyalty,loyalty,negative,0.0037826998
great price insurance fantastic easy to use online service and best of all discount for loyalty!,loyalty,positive,0.9988054
"they actually showed me loyalty by reducing my premium, with a great service.""",loyalty,positive,0.9956571
benefits are getting worse.,benefits,negative,0.007505692
"so far, vitality has just been a financial burden to me (for a service that was supposed to be a free job perk) and has offered zero medical benefit, as i ended up not having any treatment done.",benefits,negative,0.19425835
They move the goalposts constantly to make sure that what looks like a benefit doesn't materialise,benefits,negative,0.017181715
Examples are reducing the points earned for physical activity to make it harder to earn the benefit,benefits,negative,0.05384078
"couple this with the removal of benefits like non smokers cashback, garmin discount reduced from 50% to 25% and free starbucks drink size reduction, which you can't use if starbucks is a franchise outlet, thus eliminating the vast majority in my area and the policy is not what our company signed up for originally.",benefits,positive,0.96096385
also the vitality benefits scheme has gone down hill it seems very difficult to get a starbucks or cinema tickets,benefits,negative,0.2965072
every year changes are made either reducing the benefits or increasing points required to obtain them.,benefits,positive,0.98099524
"reducing benefits, increasing costs.",benefits,positive,0.88509536
"more steps required to achieve goals, more people required to achieve benefits eg cinema.",benefits,positive,0.9818169
"in sum so far, i have yielded no benefits from being a member of this scheme, on the contrary.",benefits,negative,0.037807383
"all the benefits were good at first, they're just getting harder to achieve and constantly change it's policy all the time.",benefits,negative,0.19418737
continual changes and downgrading of benefits and frequent difficulty as an employer making changes to group policy,benefits,negative,0.071065016
where is the incentive to become gold or platinum status if you don't get any extra benefits?,benefits,negative,0.010118436
"the benefits continually are reduced and the prices are continually increased, not a recipe for a long term relationship",benefits,negative,0.4600612
we are required to earn more points to benefits from rewards and on the same side efforts are rewarded less points.,benefits,positive,0.810939
"some high value benefits can just disappear, like non-smoker cashback of £150 a year.",benefits,negative,0.17131683
the product is unfortunately backed up with a less than appropriate level of customer service and the arbitrary withdrawal of benefits and increases in cost.,benefits,negative,0.022269286
i have been unable to access any of the vitality benefits since early 2016 because of problems with the member zone both via the internet and the app. despite making several calls during this time and sending complaint emails,benefits,positive,0.6854464
"having been a member for 3 years, have seen an annual decline in the benefits (loss of non smoker cash back, loss of gold/platinum incentives, proposed reduced points per activity) combined with significant annual percentage increases in premiums.",benefits,positive,0.5007704
"a lot of the benefits have ceased, smoking, nectar, national trust etc.",benefits,positive,0.6542277
very good health cover but some benefits limited in scotland.,benefits,positive,0.8204431
"all good benefits removed, from a platinum member of last three years, vitality has gone down hill.",benefits,positive,0.9598335
i have been a member with them for 11 years and over the past few years they have consistently cut member benefits whilst ramping premiums (and i have not made a claim for 7 years).,benefits,negative,0.22987251
"although i have been pleased with the level of cover, the erosion of benefits such as cash back is a little frustrating, as is the fact that the moves app does not work properly. despite copntacting moves on 3 occasions",benefits,positive,0.75974345
"the additional vitality benefits provided are good, but i have been annoyed how they are continually made harder and harder to achieve, with a combination since originally joining of requiring multiple members to gain points, increase points required while lowering daily points achievable and removing automatic achievement at gold status.",benefits,positive,0.9906097
"benefits are slowly getting less attractive, keep getting removed from the offer.",benefits,negative,0.05679248
"had my vitality plan for over 5 years and while the extra benefits were great to start with, they reduce what they offer or make it harder to achieve these benefits each year, yet the premiums increase every year.",benefits,positive,0.9941409
"benefits keep getting downgraded, service is ok, customer support is good, benefits are getting worse.",benefits,positive,0.8801168
"just not worth it , list of benefits keep being reduced while the cost increases over 50%year on year.",benefits,negative,0.018905573
service and benefits keeps dropping-….,benefits,negative,0.26002198
"if vitality are this slippery on member benefits, i dread to think how they'd act if i ever needed to claim for ill health.",benefits,negative,0.038023666
like so many things in life great when i took the policy out but they have continually chipped away at the benefits and removing the non-smokers payment was really poor.,benefits,negative,0.02223235
reducing benefits every year.,benefits,negative,0.42388248
"benefits in decline, so for the first year of joining, 5* and all good.",benefits,positive,0.76842904
the vitality scheme is good in theory but vitality health regularly reduce the benefits of it and make it harder to reach the target point levels.,benefits,positive,0.97673917
i don't have the time to monitor trying to achieve the different reward levels of the policy and wish it were simpler.,reward,negative,0.06553851
"everyone has the same issue with the rewards, especially the cinema reward.",reward,negative,0.115723915
the reward system is less good than before.,reward,negative,0.029016169
it is time a policy was tailored for the older generation who simply want peace of mind that essential in-patient treatment will be covered at an affordable premium and recognises that the other reward benefits are irrelevant.,reward,negative,0.012140009
"then, they just removed the itunes credit reward with zero communication.",reward,negative,0.020001693
poor cheap stunt to save money and remove reward.,reward,negative,0.012147845
"the rewards programme, which used to be quite attractive has been continually diluted and it is clear that when a reward becomes too popular it goes 'out of the window'.",reward,negative,0.2604105
"ok rewards - but even then, some cannot be used at all stores eg the starbucks reward.",reward,negative,0.49353278
